task_id,policy_id,fqe_method,seed_count,fqe_value_mean,fqe_value_std,fqe_value_min,fqe_value_max,finite_all_seeds,claim_boundary
kdd2027_ami_hemodynamic_compact_3bin,author_discrete_bcq_spotcheck__seed_3408,linear_fqe,3,0.08530976126591365,0.0014771249630436186,0.08369148522615433,0.08658557385206223,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,author_discrete_bcq_spotcheck__seed_3411,linear_fqe,3,0.0713583454489708,0.0022788732956500793,0.06873741745948792,0.07287207245826721,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,author_discrete_bcq_spotcheck__seed_3414,linear_fqe,3,0.0877835601568222,0.0009268175860700331,0.08671390265226364,0.08834780752658844,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bc__seed_3408,linear_fqe,3,0.09080543369054794,0.008973859906130456,0.08044591546058655,0.0961863100528717,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bc__seed_3411,linear_fqe,3,0.09437106053034465,0.009144131518865084,0.08381277322769165,0.09973427653312683,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bc__seed_3414,linear_fqe,3,0.09354907770951588,0.009140052363408462,0.08299649506807327,0.09897638857364655,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bcq__seed_3408,linear_fqe,3,0.12915176649888357,0.004489714844541668,0.12639978528022766,0.13433268666267395,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bcq__seed_3411,linear_fqe,3,0.1386835128068924,0.009333330168021571,0.13102097809314728,0.14907795190811157,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_bcq__seed_3414,linear_fqe,3,0.15281840662161508,0.008513922842774944,0.14644262194633484,0.1624869555234909,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_cql__seed_3408,linear_fqe,3,0.09083517889181773,0.0012466435294752986,0.08965164422988892,0.09213656187057495,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_cql__seed_3411,linear_fqe,3,0.09033508847157161,0.0013063712024729533,0.08896142989397049,0.09156173467636108,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_cql__seed_3414,linear_fqe,3,0.09136429925759633,0.001227926345397011,0.09007907658815384,0.09252551943063736,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_decision_transformer__seed_3408,linear_fqe,3,0.08659647156794865,0.001407338969170581,0.08497694879770279,0.08752226084470749,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_decision_transformer__seed_3411,linear_fqe,3,0.08651433636744817,0.0009031012198676455,0.08548595011234283,0.08717822283506393,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_decision_transformer__seed_3414,linear_fqe,3,0.08887947102387746,0.0016722200460265206,0.0869518592953682,0.08994102478027344,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_sac__seed_3408,linear_fqe,3,0.0646512396633625,0.010748070756396605,0.053397130221128464,0.07480927556753159,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_sac__seed_3411,linear_fqe,3,0.10388291875521342,0.009485546097434317,0.09296734631061554,0.11012383550405502,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_discrete_sac__seed_3414,linear_fqe,3,0.09162319948275884,0.010955690320970381,0.0796971395611763,0.10124053806066513,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_double_dqn__seed_3408,linear_fqe,3,0.22288158039251962,0.009236693760575284,0.21368639171123505,0.23215922713279724,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_double_dqn__seed_3411,linear_fqe,3,0.39212654034296673,0.02371671967658182,0.3710480034351349,0.4178069531917572,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_double_dqn__seed_3414,linear_fqe,3,0.30296094218889874,0.011610496198201712,0.2899802625179291,0.3123547434806824,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_dqn__seed_3408,linear_fqe,3,0.31124793489774066,0.009685099571942968,0.3000676929950714,0.31706783175468445,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_dqn__seed_3411,linear_fqe,3,0.37011048197746277,0.01825583696562937,0.3557351529598236,0.39065060019493103,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
kdd2027_ami_hemodynamic_compact_3bin,d3rlpy_dqn__seed_3414,linear_fqe,3,0.40651334325472516,0.016063519760942196,0.3897603452205658,0.42178472876548767,True,"Offline policy and OPE diagnostics under the frozen benchmark contract only. Treatment recommendation, causal value, counterfactual benefit, policy optimization, clinical utility, and autonomous-decision claims remain blocked."
