experiment_id,task_id,card_id,baseline_id,baseline_name,implementation_label,baseline_status,failure_reason,seed_count,parameter_count,runtime_seconds_total,training_note,one_step_rmse_mean,one_step_rmse_std,one_step_mae_mean,one_step_mae_std,one_step_gain_over_persistence_mean,one_step_gain_over_persistence_std,one_step_observed_vs_shuffled_gain_mean,one_step_observed_vs_shuffled_gain_std,one_step_gain_vs_no_action_mean,one_step_gain_vs_no_action_std,one_step_nll_mean,one_step_nll_std,one_step_cov90_mean,one_step_cov90_std,one_step_width90_mean,one_step_width90_std,one_step_dynamic_rmse_mean,one_step_dynamic_mae_mean,one_step_sparse_labs_rmse_mean,one_step_sparse_labs_mae_mean,one_step_action_relevant_rmse_mean,one_step_action_relevant_mae_mean,open_loop_rmse_mean,open_loop_rmse_std,open_loop_mae_mean,open_loop_mae_std,open_loop_gain_over_persistence_mean,open_loop_gain_over_persistence_std,open_loop_observed_vs_shuffled_gain_mean,open_loop_observed_vs_shuffled_gain_std,open_loop_gain_vs_no_action_mean,open_loop_gain_vs_no_action_std,open_loop_nll_mean,open_loop_nll_std,open_loop_cov90_mean,open_loop_cov90_std,open_loop_width90_mean,open_loop_width90_std,open_loop_dynamic_rmse_mean,open_loop_dynamic_mae_mean,open_loop_sparse_labs_rmse_mean,open_loop_sparse_labs_mae_mean,open_loop_action_relevant_rmse_mean,open_loop_action_relevant_mae_mean,horizon_degradation,claim_boundary,contract_id,frozen_task_id,cohort_label,action_view,action_level,timing_convention,frozen_reference,leakage_negative_control
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,clean_world_model_transition,KDD-compatible clean E211/E225-style residual ensemble,adapted_not_exact_five_member_residual_ensemble,completed,,3,24800,1.3071986510003626,full_train_rows=173502;ensemble_members=5;validation_residual_scale;solver=closed_form_cuda,0.6874897456546871,0.00027099137952427664,0.31799720638888457,0.0005544293944800243,0.07764277231967498,0.00027099137952427664,0.00026403719974736156,7.522935991684309e-06,0.0004711286103006677,4.254595091828954e-06,-1.0599315166473389,0.02836393992652546,0.9567923706374225,0.00014465401925309887,3.1829877694447837,0.061518841746158404,0.7956841255867383,0.42515387109315644,1.3393260871791668,0.697226934800158,0.8475821655508557,0.49197584313875414,1.0278868382538067,0.00982731969168282,0.5711596958052799,0.011308055217963924,0.09744065897932086,0.00982731969168282,-0.003017192447423526,0.0002794515957487039,-0.006241414918612742,0.0006151069122117265,-0.5210858980814616,0.014761046382868867,0.8477147198181014,0.0019156541680991916,3.2084546089172363,0.08491577405253517,1.19028368942903,0.7633268704712747,1.7891949751964171,1.0257939480086549,1.4204517461261306,1.060253768276383,0.34039709259911954,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,dreamer_v1_gaussian_rssm,Dreamer V1-style Gaussian RSSM,style_adapter_distinct_gaussian,completed,,3,16208,5.108664837000106,full_train_episodes=10206;epochs=2,0.7632025100376582,0.00018493292410700398,0.3420037699849859,0.0004261823770729763,0.001930007936703874,0.00018493292410700398,4.6507202110857015e-05,2.9390744025858103e-05,3.6519595273768836e-08,1.1308900601015829e-05,-0.10822633157173793,0.02900445474505041,0.9471628391795549,0.006796168694643413,2.459855238596598,0.010761201279981583,0.8838330635083728,0.45270741338361226,1.412139865461046,0.7531201253497501,0.9028171183264783,0.5164068427378222,1.2514715535487067,0.11050472148265063,0.8347813519080143,0.09966818057054262,-0.1261440563155792,0.11050472148265063,0.002061485536698937,0.0024086504051311058,-0.015368655404587686,0.026273186838662053,19.436527570088703,7.711861112516499,0.6339855355713886,0.019427257805653287,2.5919113159179688,0.04114076476395921,1.4137504976110995,1.0031077976434795,1.9428469041094465,1.231088373135124,1.5044470546268272,1.1348562203458172,0.4882690435110485,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,dreamer_v3_categorical_rssm,Dreamer V3-style categorical RSSM,style_adapter_distinct_categorical,completed,,3,14640,4.085966581999855,full_train_episodes=10206;epochs=2,0.7632104556174356,6.476930345549877e-05,0.34193202332002953,0.002185912733837513,0.0019220623569266015,6.476930345549877e-05,3.805350398011775e-05,2.2207895554773222e-05,3.8441166611854115e-05,2.411919540782768e-05,-0.03725169327420493,0.037266777166416486,0.9494606176209243,0.0010368573440269284,2.4615700244903564,0.03626493053657375,0.8837258427757161,0.45081859003228947,1.4120923651258854,0.7483000713078721,0.9029198442056333,0.5141888934256178,1.0583388244217637,0.005714901593051144,0.6189443656201254,0.005900797927530178,0.06698867281136378,0.005714901593051144,-0.00117379984939614,0.0008449514164086814,0.0015272733274431793,0.0011240090309081517,43.10866165161133,26.54889200146782,0.6164896499313016,0.010712718834758632,2.4711225032806396,0.02219779923107386,1.211418287237437,0.7588027102483115,1.9330742849639293,1.1634131165021058,1.2330452745703433,0.8566492944042391,0.29512836880432813,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,gru_sequence,GRU sequence,exact_local,completed,,3,11632,2.379799646000265,full_train_episodes=10206;epochs=2,0.7601241422277417,0.000374955112460272,0.3400138444930272,0.00039686134375610077,0.005008375746620423,0.000374955112460272,2.1979567923417303e-05,3.2844200221031784e-05,-1.65776448727654e-05,2.4346001617364273e-05,-0.1862896035114924,0.042386243130193,0.9301182329753854,0.0003651209953163899,2.2938741048177085,0.02866585442191584,0.8803015456304335,0.4511333587190471,1.4046710998402396,0.7480758144734562,0.9007999845553131,0.5160157065361775,1.2408011656732547,0.06053436184824324,0.8171029852102922,0.02442967500125624,-0.11547366844012703,0.06053436184824324,-0.00020347699795760418,0.0010346125842478839,-0.0005212759210668031,0.00577622340858883,26.37572479248047,7.3238216029352605,0.5841686476547729,0.014110766961798284,2.5309412479400635,0.12377748693752764,1.411881646727121,0.9875866405017395,2.0015649148752024,1.311525532366284,1.4787771819523237,1.0822335926466657,0.480677023445513,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,grud_missingness_aware,GRU-D missingness-aware,explicit_local,completed,,3,16728,4.680527606999931,full_train_episodes=10206;epochs=2,0.7562332309988827,0.001564357607193544,0.3402818557576845,0.0002328695262789568,0.008899286975479296,0.001564357607193544,6.71559609585944e-05,7.129827358694125e-05,-6.5437946923744645e-06,4.268149879930988e-05,-0.1202215626835823,0.020513786375904473,0.9302714554852262,0.0015469191140843593,2.2167930603027344,0.025896039701044156,0.8757441453619558,0.45037201026653356,1.3979763114229928,0.7434428363038178,0.8975739086578535,0.5144672919279295,1.2296624487954184,0.05303534430232821,0.7937488805028813,0.03761791580884086,-0.10433495156229089,0.05303534430232821,-0.00039029083534207015,0.0027280348561358457,0.0034318600734853564,0.007668144276422945,12.474969784418741,12.473173406052634,0.6568956560300047,0.05084222655195834,2.6430742740631104,0.19487795868089572,1.402086900284733,0.9653218111390519,2.0216041136343224,1.3291122142165124,1.3935715568018505,1.026237925411993,0.4734292177965357,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,no_action_control,No-action control,clean_world_model_control,completed,,3,24800,0.0,derived_from_same_fitted_clean_world_model,0.6879608742649879,0.00027438346808641745,0.3188028702722432,0.0005388126786396285,0.07717164370937431,0.00027438346808641745,nan,nan,nan,nan,-1.059477686882019,0.028366353145645035,0.9569864152028046,0.0001401210609511647,3.1829877694447837,0.061518841746158404,0.7962352801916638,0.4262411991147257,1.3392502211432935,0.697061711255151,0.847743727239498,0.4921526385253819,1.021645423335194,0.010437847642370315,0.5676036971483799,0.011935783878651617,0.1036820738979336,0.010437847642370315,nan,nan,nan,nan,-0.5415595571200053,0.013841063306619213,0.8509553199806067,0.002288119829411237,3.2084546089172363,0.08491577405253517,1.1830267021467993,0.7585399612716036,1.788707042934073,1.0241049020959723,1.4178133780581932,1.0594987930633357,0.33368454907020606,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,persistence_locf,Persistence / LOCF,exact_local,completed,,1,0,0.0018020610000348825,deterministic_full_test,0.7651325179743621,0.0,0.3439669620852035,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.886161077016145,0.4602563882440838,1.4136146265610476,0.7380999075214445,0.9031711010395594,0.5110861840712211,1.1253274972331275,0.0,0.5989430937403998,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3034745585275433,0.8004447476949077,1.854785110988409,0.9811102115128326,1.2072558746169764,0.8028918584240776,0.3601949792587654,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,previous_window_distinct,Previous-window distinct,exact_local,completed,,1,0,0.0012659760000133247,deterministic_full_test,0.8485876580037275,0.0,0.4068383226548741,0.0,-0.08345514002936538,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9827783555469527,0.544178578036167,1.5451971093214445,0.8179371302557816,1.0023389770022046,0.603520378003688,1.1253274972331275,0.0,0.5989430937403998,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3034745585275433,0.8004447476949077,1.854785110988409,0.9811102115128326,1.2072558746169764,0.8028918584240776,0.27673983922940004,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,ridge_residual,Ridge residual,exact_local,completed,,3,4960,0.3825167340000917,full_train_rows=173502;alpha=1;solver=closed_form_cuda,0.6873028258763685,0.0,0.3182664677235528,0.0,0.07782969209799362,0.0,0.00026318061939619347,5.314272796682837e-06,0.0004633455767314443,0.0,nan,nan,nan,nan,nan,nan,0.7954614744743657,0.4255254716656707,1.338932548983507,0.6971086489523505,0.8470725099486839,0.49170673749140187,1.0207942020932512,0.0,0.5596010111710913,0.0,0.1045332951398763,0.0,-0.0031476242126204923,3.1805399011282875e-05,-0.006817379067529883,0.0,nan,nan,nan,nan,nan,nan,1.18203011473754,0.7477319639576758,1.791239814637087,1.0285207932103846,1.4105282279897053,1.054115403592141,0.33349137621688274,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
KDD-070,kdd2027_af_rate_anticoag_compact_3bin__action_binary,af_flutter_rate_control,sepsisagent_style_adapted,SepsisAgent-style transition,adapted_not_exact,completed,,3,24192,1.9671189999994567,full_train_episodes=10206;epochs=2,0.7615667735743207,0.0009902802789958727,0.34078777288970247,0.000462951360005236,0.0035657444000414262,0.0009902802789958727,6.0389656538650804e-05,7.93261732562942e-05,1.5174016454159537e-05,1.5217606145027004e-05,-0.08641997600595157,0.0685130393853111,0.9547227483420934,0.0015687113557630694,2.435443560282389,0.04890544066082086,0.881961556288036,0.4518460998220377,1.4082560100149972,0.7481034139322995,0.9019659384711106,0.5144250755003053,1.0525914681972823,0.009483561968233639,0.6242038868857407,0.008936651434861142,0.07273602903584526,0.009483561968233639,0.00021689674001038975,0.0008468241902977728,0.00034654157522728823,0.0014721391448425756,14.997784296671549,4.093697306953769,0.6368922896084382,0.019018267456059505,2.5038386980692544,0.10230081273211752,1.2107523541434162,0.7852118625317511,1.896195298459493,1.1514264549897966,1.2274238422298749,0.8658267469523105,0.29102469462296165,"Benchmark contract sensitivity, recorded-trajectory forecasting, uncertainty, support, and evaluability diagnostics only. Treatment, causal, counterfactual, clinical-utility, policy-optimization, and autonomous-decision claims remain blocked.",kdd2027_af_rate_anticoag_compact_3bin__action_binary,kdd2027_af_rate_anticoag_compact_3bin,AF/flutter rate control,rate_rhythm_control__binary,binary,current_window,False,False
